File name,Mean concentration ≥2 µm (cm^-3),Std dev in ≥2 µm bins (cm^-3),"Total concentration (all bins, cm^-3)"
390.pickle,0.7937215491525424,0.024209197138215247,84.8871543118644
391.pickle,0.9690263169491524,0.029601796068695087,85.03341670338983
392.pickle,1.0016079898305088,0.030581700744275808,85.0720913322034
393.pickle,0.6325312593220339,0.01967224484708942,84.67526830508476
394.pickle,0.7619533593220338,0.023510257822182076,84.82512642372882
395.pickle,0.6498391610169494,0.019938788432886993,84.71881891525425
396.pickle,0.9383000203389832,0.02869946233095725,85.0277314220339
397.pickle,0.6202359,0.019084550691284743,84.71689933220338
398.pickle,0.9713911288135593,0.02987547581871158,85.03852215762714
399.pickle,0.8582536237288139,0.026061755364034024,84.93377819491525
400.pickle,0.985039266101695,0.03026737380929778,85.0889201677966
401.pickle,1.3245419627118642,0.04016140746337183,85.41080946779661
402.pickle,1.3086203220338983,0.04001580582163969,85.34466781355931
403.pickle,1.5622849220338983,0.04710195306071404,85.64939797118646
404.pickle,1.0480342661016948,0.031965545549924985,85.1030612661017
405.pickle,1.227823027118644,0.03719416303533566,85.30133324406779
406.pickle,1.3241643593220336,0.04011149969075372,85.42417188305086
407.pickle,1.1637367779661019,0.035468837498094125,85.21272372542373
408.pickle,0.4106878644067796,0.013206927593248015,84.49339383728814
409.pickle,0.412929906779661,0.013321790746411991,84.47230478644067
410.pickle,0.42677220338983063,0.013640570050967561,84.54712064237287
411.pickle,0.6194877559322035,0.01932019715522017,84.69561476779663
412.pickle,0.23698751355932215,0.008608974951869734,84.31312176610169
413.pickle,0.2528700372881356,0.00871960423026584,84.32934517796609
414.pickle,0.22207724745762714,0.007879202782873794,84.28889486101696
415.pickle,0.3484468983050847,0.011195414711650083,84.4283875779661
416.pickle,0.6158101389830508,0.01923852146032968,84.67395025254237
417.pickle,0.7764536322033897,0.02382861196563575,84.81271095423728
418.pickle,0.1734221474576271,0.006597686565041602,84.24303045254237
419.pickle,0.3649986593220338,0.012086659236072156,84.43403407966103
420.pickle,1.1464006813559324,0.03454688411502692,85.23167310338982
421.pickle,0.17294422542372878,0.0065796913942632726,84.22971151525425
422.pickle,0.0946376220338985,0.005178278877607717,84.15508674067797
423.pickle,0.15761549661016946,0.006369567878239824,84.25308327627118
424.pickle,0.11117998813559313,0.0055674943564658535,84.18115452881355
425.pickle,0.23597556440677955,0.00858239048351751,84.28048627288136
426.pickle,0.36382785423728803,0.012048833942035368,84.44542035254238
427.pickle,0.14208551186440677,0.0061277338557428635,84.19079753050849
